,track_id,track_name,release_date,artist_id,artist_name,popularity,followers,record_label,danceability,energy,valence,tempo,tempo_adjusted,year
2665,2vgUijXOTRMnWXDtvgMp2b,Take My Breath,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.698,0.769,0.354,121.02,0.5,2022
2666,3KyKxJ4P3pVCgaZwaq2rUC,Gasoline,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.728,0.741,0.31,123.006,0.5,2022
2667,0mL82sxCRjrs3br407IdJh,Is There Someone Else?,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.702,0.586,0.608,134.951,1.0,2022
2668,2SLwbpExuoBDZBpjfefCtV,Out of Time,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.65,0.76,0.838,93.057,1.0,2022
2669,2Ghp894n1laIf2w98VeAOJ,How Do I Make You Love Me?,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.805,0.498,0.636,121.006,1.0,2022
2670,2D4dV2KXDTszzJ3p3cFqhA,Less Than Zero,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.535,0.791,0.5,142.981,1.0,2022
2671,1E5Xu8dur0fAjSP1VpVhAZ,Best Friends,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.737,0.564,0.528,90.0,1.0,2022
2672,6zzdyvVWjGrQBraSvuqJPY,Starry Eyes,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.309,0.418,0.146,134.23,0.5,2022
2673,6a4GH1gljLL7VvmO9u5O92,Don’t Break My Heart,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.767,0.618,0.243,121.959,0.5,2022
2674,3vJcz8exedHCjQ9ed95NqU,Every Angel is Terrifying,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.447,0.959,0.46,118.167,0.0,2022
2675,3a94TbZOxhkI9xuNwYL53b,Black Summer,2022-02-04,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,84,21435991,Sony Music Entertainment,0.417,0.682,0.351,105.542,0.0,2022
2676,6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),2022-02-11,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.528,0.309,0.307,133.83,0.5,2022
2677,6N1K5OVVCopBjGViHs2IvP,The Joker And The Queen (feat. Taylor Swift),2022-02-11,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,89,116502914,Universal Music Group,0.528,0.309,0.307,133.83,0.5,2022
2678,7CAdT0HdiQNlt1C7xk2hep,Stay Alive (Prod. SUGA of BTS),2022-02-11,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,87,16159201,HYBE Corporation,0.512,0.76,0.495,130.096,0.5,2022
2679,6LtHYDgYHRCHoKK3snfr2w,I’m Tired (with Zendaya) - Bonus Track,2022-02-28,2feDdbD5araYcm6JhFHHw7,Labrinth,78,3338283,Concord Music Group,0.375,0.133,0.192,131.721,0.5,2022
2680,5J8AKBaUq1WHrzrm9YWlP3,Leave You Alone,2022-03-04,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,76,5534597,Universal Music Group,0.447,0.538,0.453,123.746,0.5,2022
2681,61BqwgSRTyWH9M4uPjsC3B,"Sorry, Blame It On Me",2022-03-04,0z4gvV4rjIZ9wHck67ucSV,Akon,83,4982696,Universal Music Group,0.716,0.698,0.569,176.012,1.0,2022
2682,4ELynSlkV4OHcBCFenFJ7U,Praise the Lord (feat. Thomas Rhett),2022-03-07,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,75,4756430,Sony Music Entertainment,0.826,0.603,0.681,107.494,1.0,2022
2683,7qTaDOcld0VmBWXnkbUj45,Broadway Girls (feat. Morgan Wallen),2022-03-10,3hcs9uc56yIGFCSy9leWe7,Lil Durk,82,8067314,Independent,0.659,0.745,0.54,74.967,1.0,2022
2684,7qTaDOcld0VmBWXnkbUj45,Broadway Girls (feat. Morgan Wallen),2022-03-10,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,91,10845945,Independent,0.659,0.745,0.54,74.967,1.0,2022
2685,1DbZAffh8GGwW41Q3AU8iC,Flower Shops (feat. Morgan Wallen),2022-03-11,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,91,10845945,Independent,0.544,0.459,0.231,128.062,0.5,2022
2686,0HqZX76SFLDz2aW8aiqi7G,Bones,2022-03-11,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,89,54853599,Independent,0.773,0.742,0.571,114.071,1.0,2022
2687,6Y46tOTRhkBamosyuWa6YX,LA FAMA,2022-03-18,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.766,0.295,0.805,136.016,1.0,2022
2688,0U1W2LZVUX7qTm7dDpqxh6,When You're Gone,2022-03-31,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,84,43412315,Sony Music Entertainment,0.603,0.691,0.577,147.148,1.0,2022
2689,11kskoMyNDumaR30CI6rRv,Half Of Me,2022-04-01,2QMsj4XJ7ne2hojxt6v5eb,Riley Green,76,879941,Independent,0.575,0.842,0.665,111.995,1.0,2022
2690,11kskoMyNDumaR30CI6rRv,Half Of Me,2022-04-01,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,75,4756430,Sony Music Entertainment,0.575,0.842,0.665,111.995,1.0,2022
2691,2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),2022-04-07,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,82,33889992,Sony Music Entertainment,0.756,0.697,0.956,94.996,1.0,2022
2692,2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),2022-04-07,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,89,116502914,Universal Music Group,0.756,0.697,0.956,94.996,1.0,2022
2693,73cnVqsbZygieKi8xF10sO,psychofreak (feat. WILLOW),2022-04-07,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,82,33889992,Sony Music Entertainment,0.629,0.64,0.448,179.989,0.5,2022
2694,3iYEsBl8NBq1o1j5uY2Noe,Never Say Never (with Lainey Wilson),2022-04-08,6tPHARSq45lQ8BSALCfkFC,Lainey Wilson,76,901721,Sony Music Entertainment,0.472,0.937,0.454,140.073,0.5,2022
2695,2L9N0zZnd37dwF0clgxMGI,ceilings,2022-04-08,1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,75,1067586,Independent,0.516,0.322,0.261,148.005,0.5,2022
2696,0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),2022-04-15,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96,92598894,Universal Music Group,0.553,0.659,0.105,120.146,0.5,2022
2697,0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),2022-04-15,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,77,3842585,Universal Music Group,0.553,0.659,0.105,120.146,0.5,2022
2698,1TUuhV75FeOF6UObRsABo2,Don't Think Jesus,2022-04-15,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,91,10845945,Independent,0.578,0.431,0.21,116.979,0.0,2022
2699,2rurDawMfoKP4uHyb2kJBt,Te Felicito,2022-04-21,0EmeFodog0BfCgMzAIvKQp,Shakira,88,34893068,Independent,0.695,0.636,0.575,174.14,1.0,2022
2700,2rurDawMfoKP4uHyb2kJBt,Te Felicito,2022-04-21,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,90,23797812,Independent,0.695,0.636,0.575,174.14,1.0,2022
2701,0P9c1rdCeGAkCeS425KbI5,Trouble with a Heartbreak,2022-04-22,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,75,6582586,Sony Music Entertainment,0.582,0.797,0.595,135.973,1.0,2022
2702,2UN0lp72LAusrXi8LLVomt,2step (feat. Lil Baby),2022-04-22,5f7VJjfbwm532GiveGC0ZK,Lil Baby,87,18711922,Universal Music Group,0.693,0.643,0.477,95.055,0.0,2022
2703,2UN0lp72LAusrXi8LLVomt,2step (feat. Lil Baby),2022-04-22,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,89,116502914,Universal Music Group,0.693,0.643,0.477,95.055,0.0,2022
2704,3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,2022-04-22,40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,91,5274397,Universal Music Group,0.369,0.192,0.148,175.212,0.5,2022
2705,52GuoXJUOFAwmPMtH3V9W4,Tomorrow Me,2022-04-22,718COspgdWOnwOFpJHRZHS,Luke Combs,88,11525460,Independent,0.54,0.694,0.444,146.148,0.5,2022
2706,23Lyy7ZXRvzfgH4JtDkKrX,No Se Va - EN VIVO,2022-04-28,6XkjpgcEsYab502Vr1bBeW,Grupo Frontera,86,5022304,Independent,0.594,0.527,0.692,172.712,1.0,2022
2707,1ei3hzQmrgealgRKFxIcWn,In The Stars,2022-04-29,22wbnEMDvgVIAGdFeek6ET,Benson Boone,86,3720256,Warner Music Group,0.362,0.54,0.3,78.007,0.0,2022
2708,0oWraSo5ASJ0h1BEagTyEw,Hold My Hand,2022-05-03,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,92,32043089,Sony Music Entertainment,0.519,0.617,0.222,147.708,0.5,2022
2709,1dm6z1fWB0cErMszU25dy2,Después de la Playa,2022-05-06,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95,86231149,Independent,0.564,0.903,0.607,78.293,1.0,2022
2710,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,2022-05-06,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95,86231149,Independent,0.647,0.686,0.268,79.928,0.0,2022
2711,31i56LZnwE6uSu3exoHjtB,Neverita,2022-05-06,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95,86231149,Independent,0.876,0.498,0.428,122.016,0.5,2022
2712,0E0DRHf5PfMeor0ZCwB3oT,Otro Atardecer,2022-05-06,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95,86231149,Independent,0.777,0.595,0.546,108.02,1.0,2022
2713,18HOjcvTVV7W8YzBuOsAPS,Un Verano Sin Ti,2022-05-06,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95,86231149,Independent,0.503,0.496,0.412,187.844,0.5,2022
2714,28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,2022-05-06,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95,86231149,Independent,0.714,0.645,0.434,85.046,0.0,2022
2715,2NMjggapJcXXM7WccGEBUO,Enséñame a Bailar,2022-05-06,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95,86231149,Independent,0.81,0.789,0.77,105.009,1.0,2022
2716,3j1xkzTW8owIphkWV51V9s,Like I Love Country Music,2022-05-06,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,76,5534597,Universal Music Group,0.542,0.82,0.702,124.85,1.0,2022
2717,7FlQk2gJ6TBrHHiidvdR2O,MAMIII,2022-05-13,4obzFoKoKRHIphyHzJ35G3,Becky G,79,15132292,Sony Music Entertainment,0.836,0.703,0.902,94.048,1.0,2022
2718,7FlQk2gJ6TBrHHiidvdR2O,MAMIII,2022-05-13,790FomKkXshlbRYZFtlgla,KAROL G,92,51076873,Sony Music Entertainment,0.836,0.703,0.902,94.048,1.0,2022
2719,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,2022-05-13,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,85,17522655,Universal Music Group,0.704,0.797,0.825,139.994,1.0,2022
2720,4Dvkj6JhhA12EX05fT7y2e,As It Was,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.52,0.731,0.662,173.93,1.0,2022
2721,1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.714,0.728,0.901,114.996,1.0,2022
2722,5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.72,0.715,0.357,107.041,0.0,2022
2723,6uvh0In7u1Xn4HgxOfAn8O,Matilda,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.507,0.294,0.386,114.199,0.0,2022
2724,51Zw1cKDgkad0CXv23HCMU,Daylight,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.686,0.445,0.626,145.5,1.0,2022
2725,3i058E8uxTsYqJ5NWZzqSj,Little Freak,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.559,0.535,0.402,141.96,0.5,2022
2726,4j6kId9QIqhoXvqHKgSKa0,Grapejuice,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.645,0.721,0.88,182.928,1.0,2022
2727,0rzaRSujxA0bKyjJl6vHYq,Satellite,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.576,0.457,0.301,138.984,0.5,2022
2728,35TyJIMR3xRouUuo2sjS6v,Cinema,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.829,0.644,0.896,105.993,1.0,2022
2729,69w5X6uTrOaWM32IetSzvO,Daydreaming,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.707,0.811,0.899,113.971,1.0,2022
2730,2NcQic8JxdjAlAHuNbOIRE,Keep Driving,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.721,0.479,0.902,164.948,1.0,2022
2731,1mw0RgNXIpYRyyCdBQbLgA,Love Of My Life,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.555,0.536,0.203,118.057,0.0,2022
2732,6qj02zSeEJGWZ4c0dn5QzJ,Boyfriends,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84,32938231,Universal Music Group,0.417,0.202,0.323,118.029,0.0,2022
2733,5ww2BF9slyYgNOk37BlC4u,La Bachata,2022-05-26,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,84,14073348,Independent,0.835,0.679,0.85,124.98,1.0,2022
2734,7l9IqDtVWJurTvkQHq1BGh,she's all i wanna be,2022-05-27,45dkTj5sMRSjrmBSBeiHym,Tate McRae,85,6036785,Sony Music Entertainment,0.602,0.626,0.619,160.118,1.0,2022
2735,06JvOZ39sK8D8SqiqfaxDU,True Love,2022-05-27,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,89,47028862,Sony Music Entertainment,0.712,0.861,0.388,84.042,0.0,2022
2736,06JvOZ39sK8D8SqiqfaxDU,True Love,2022-05-27,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,93,27515989,Universal Music Group,0.712,0.861,0.388,84.042,0.0,2022
2737,6Kfoo60npYPdvNxMPMiDpX,Wrapped Around Your Finger,2022-06-03,246dkjvS1zLTtiykXe5h60,Post Malone,92,45545078,Universal Music Group,0.744,0.628,0.539,119.966,1.0,2022
2738,2OcSE0EXzgUuqkM1NIJPHJ,Wasting Angels (with The Kid LAROI),2022-06-03,246dkjvS1zLTtiykXe5h60,Post Malone,92,45545078,Universal Music Group,0.583,0.43,0.367,84.967,0.0,2022
2739,2OcSE0EXzgUuqkM1NIJPHJ,Wasting Angels (with The Kid LAROI),2022-06-03,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,85,5740337,Sony Music Entertainment,0.583,0.43,0.367,84.967,0.0,2022
2740,5Ja2u1FPlVxrxeMWEa2dcn,When I’m Alone,2022-06-03,246dkjvS1zLTtiykXe5h60,Post Malone,92,45545078,Universal Music Group,0.485,0.656,0.106,140.107,0.5,2022
2741,6kxaaIeowajN7w21PfMLbu,So Good,2022-06-09,26VFTg2z8YR0cCuwLzESi2,Halsey,82,21732620,Universal Music Group,0.576,0.627,0.311,164.998,0.5,2022
2742,6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,2022-06-10,3MZsBdqDrRTJihTHQrO6Dq,Joji,80,9829611,Sony Music Entertainment,0.44,0.317,0.268,169.914,0.5,2022
2743,10SRMwb9EuVS1K9rYsBfHQ,Yet To Come,2022-06-10,3Nrfpe0tUJi4K4DXYWgMUX,BTS,87,76212947,Independent,0.559,0.885,0.683,172.029,1.0,2022
2744,69xohKu8C1fsflYAiSNbwM,Run BTS,2022-06-10,3Nrfpe0tUJi4K4DXYWgMUX,BTS,87,76212947,Independent,0.724,0.818,0.696,77.004,1.0,2022
2745,10xV5l9nhLvFpR8mqzs0bL,Numb,2022-06-10,64KEffDW9EtZ1y2vBYgq8T,Marshmello,84,33832835,Independent,0.912,0.774,0.632,119.966,1.0,2022
2746,10xV5l9nhLvFpR8mqzs0bL,Numb,2022-06-10,6LuN9FCkKOj5PcnpouEgny,Khalid,85,16372907,Sony Music Entertainment,0.912,0.774,0.632,119.966,1.0,2022
2747,1vbn9fEyw1IYhqgZJdu9ZB,Falling Back,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.718,0.758,0.349,118.989,0.0,2022
2748,4FIgHqXd4KkOwxrGeLDYM2,Texts Go Green,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.765,0.627,0.536,118.997,1.0,2022
2749,28JBD8p18xNuOfyV7Cotdn,Massive,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.499,0.671,0.0557,124.994,0.5,2022
2750,1eCFz60zd7mAXgWLapPd9B,Currents,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.883,0.283,0.416,122.013,0.5,2022
2751,6Yj7Zhxt73uvwFFvzQXdxO,Flight's Booked,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.593,0.41,0.201,122.584,0.5,2022
2752,7hRlTK3mgFTBEjX7DjqBsI,Overdrive,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.502,0.645,0.518,109.739,1.0,2022
2753,3N3d4OWbPVxTQVBFqNyykk,Down Hill,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.718,0.319,0.639,109.994,1.0,2022
2754,1XsRwo2it6QHdV2OiT6IzF,Tie That Binds,2022-06-17,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.775,0.688,0.284,120.017,0.5,2022
2755,3K9IrLs25jHtvWjAAFAfav,Gotta Move On (feat. Bryson Tiller),2022-06-17,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,83,9057348,Sony Music Entertainment,0.699,0.679,0.56,102.919,1.0,2022
2756,3K9IrLs25jHtvWjAAFAfav,Gotta Move On (feat. Bryson Tiller),2022-06-17,59wfkuBoNyhDMQGCljbUbA,Diddy,75,1777008,Sony Music Entertainment,0.699,0.679,0.56,102.919,1.0,2022
2757,1B5I5yqLpVI5EosZS6bJFs,Call Me Every Day (feat. Wizkid),2022-06-23,3tVQdUvClmAT7URs9V3rsp,Wizkid,78,6126625,Sony Music Entertainment,0.73,0.634,0.798,171.874,1.0,2022
2758,1B5I5yqLpVI5EosZS6bJFs,Call Me Every Day (feat. Wizkid),2022-06-23,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.73,0.634,0.798,171.874,1.0,2022
2759,1TlTzdsEpgfsmbuNfYmWfG,For Tonight,2022-06-24,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,78,4108508,Concord Music Group,0.606,0.513,0.177,79.9,0.0,2022
2760,6TpyujRefwsflWFXbmjVpj,Doin' This,2022-06-24,718COspgdWOnwOFpJHRZHS,Luke Combs,88,11525460,Independent,0.588,0.55,0.39,115.01,0.0,2022
2761,48UKTR66uUOT9LaUvooTNx,The Kind of Love We Make,2022-06-24,718COspgdWOnwOFpJHRZHS,Luke Combs,88,11525460,Independent,0.608,0.745,0.464,102.025,0.0,2022
2762,4axSuOg3BqsowKjRpj59RU,Carolina - From The Motion Picture “Where The Crawdads Sing”,2022-06-24,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.476,0.189,0.324,115.851,0.0,2022
2763,0sn26qH64SDVoKo2Gm7lYV,WE (Warm Embrace),2022-06-24,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.695,0.603,0.9,86.987,1.0,2022
2764,67AdiJcurlf6gocGobfaXs,"Going, Going, Gone",2022-06-24,718COspgdWOnwOFpJHRZHS,Luke Combs,88,11525460,Independent,0.565,0.56,0.325,159.931,0.5,2022
2765,1JIgFmCP5OCTEGV866WP3b,Rich Minion,2022-06-29,3qiHUAX7zY4Qnjx8TNUzVx,Yeat,82,5367220,Independent,0.639,0.518,0.497,145.058,0.5,2022
2766,3CIyK1V4JEJkg02E4EJnDl,Enemy (with JID) - from the series Arcane League of Legends,2022-07-01,47mIJdHORyRerp4os813jD,League of Legends,78,1904125,Independent,0.728,0.783,0.555,77.011,1.0,2022
2767,3CIyK1V4JEJkg02E4EJnDl,Enemy (with JID) - from the series Arcane League of Legends,2022-07-01,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,89,54853599,Independent,0.728,0.783,0.555,77.011,1.0,2022
2768,3CIyK1V4JEJkg02E4EJnDl,Enemy (with JID) - from the series Arcane League of Legends,2022-07-01,6U3ybJ9UHNKEdsH7ktGBZ7,JID,78,1889651,Universal Music Group,0.728,0.783,0.555,77.011,1.0,2022
2769,1tRxwf8Q0AcshfHuaD86Yt,Country On,2022-07-01,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,78,8882946,Universal Music Group,0.52,0.751,0.519,156.044,1.0,2022
2770,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,52iwsT98xCoGgiGntTiR7K,Quevedo,82,5179914,Sony Music Entertainment,0.621,0.782,0.55,128.033,1.0,2022
2771,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,716NhGYqD1jl2wI1Qkgq36,Bizarrap,82,16698820,Independent,0.621,0.782,0.55,128.033,1.0,2022
2772,5YbPxJwPfrj7uswNwoF1pJ,Last Last,2022-07-07,3wcj11K77LjEY1PkEazffa,Burna Boy,81,10322907,Warner Music Group,0.795,0.565,0.55,87.925,1.0,2022
2773,0OWhKvvsHptt6vnnNUSM9a,Oklahoma Smokeshow,2022-07-15,40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,91,5274397,Universal Music Group,0.544,0.573,0.233,122.977,0.5,2022
2774,6dgUya35uo964z7GZXM07g,Nonsense,2022-07-15,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,95,13599895,Independent,0.74,0.697,0.732,138.992,1.0,2022
2775,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,2022-07-20,5y8tKLUfMvliMe8IKamR32,d4vd,79,3004270,Independent,0.571,0.544,0.216,132.052,0.5,2022
2776,3GYlZ7tbxLOxe6ewMNVTkw,TV,2022-07-21,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,96,100687015,Universal Music Group,0.412,0.236,0.119,140.214,0.5,2022
2777,5SHpuW2qjkQtFRpE6P9Nks,The 30th,2022-07-21,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,96,100687015,Universal Music Group,0.387,0.135,0.21,82.987,0.0,2022
2778,5YLGlPYkZBDXieMwzVve7g,MOVE (feat. Grace Jones & Tems),2022-07-29,687cZJR45JO7jhk1LHIbgq,Tems,78,2411642,Universal Music Group,0.876,0.628,0.809,118.028,1.0,2022
2779,0xzI1KAr0Yd9tv8jlIk3sn,Bad Decisions (with BTS & Snoop Dogg),2022-08-05,3Nrfpe0tUJi4K4DXYWgMUX,BTS,87,76212947,Independent,0.762,0.861,0.955,120.048,1.0,2022
2780,0xzI1KAr0Yd9tv8jlIk3sn,Bad Decisions (with BTS & Snoop Dogg),2022-08-05,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,84,12668742,Independent,0.762,0.861,0.955,120.048,1.0,2022
2781,4idBrgaHBVh9ds54wtYuou,Kings Never Die (feat. Gwen Stefani),2022-08-05,7dGJo4pcD2V6oG8kP0tJRR,Eminem,93,91487128,Universal Music Group,0.772,0.888,0.0734,112.459,0.0,2022
2782,2lNTHWu2I5Tcz9ukWsV5Jj,Next Thing You Know,2022-08-12,77kULmXAQ6vWer7IIHdGzI,Jordan Davis,75,1336255,Universal Music Group,0.557,0.597,0.414,78.526,0.0,2022
2783,0skYUMpS0AcbpjcGsAbRGj,Pink Venom,2022-08-19,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,81,51270653,Universal Music Group,0.798,0.697,0.745,90.031,1.0,2022
2784,0O82CIwSU4tY11rQhxqAHC,USE THIS GOSPEL (feat. Kanye West & Eminem) - REMIX,2022-08-25,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,75,11693352,Sony Music Entertainment,0.681,0.807,0.538,148.026,1.0,2022
2785,0O82CIwSU4tY11rQhxqAHC,USE THIS GOSPEL (feat. Kanye West & Eminem) - REMIX,2022-08-25,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,93,27515989,Universal Music Group,0.681,0.807,0.538,148.026,1.0,2022
2786,0O82CIwSU4tY11rQhxqAHC,USE THIS GOSPEL (feat. Kanye West & Eminem) - REMIX,2022-08-25,7dGJo4pcD2V6oG8kP0tJRR,Eminem,93,91487128,Universal Music Group,0.681,0.807,0.538,148.026,1.0,2022
2787,1G1Jmvq0bxVyu5diGN32Dt,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",2022-08-25,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,75,11693352,Sony Music Entertainment,0.664,0.882,0.622,151.043,1.0,2022
2788,1G1Jmvq0bxVyu5diGN32Dt,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",2022-08-25,1URnnhqYAYcrqrcwql10ft,21 Savage,89,20281743,Sony Music Entertainment,0.664,0.882,0.622,151.043,1.0,2022
2789,1G1Jmvq0bxVyu5diGN32Dt,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",2022-08-25,3hcs9uc56yIGFCSy9leWe7,Lil Durk,82,8067314,Independent,0.664,0.882,0.622,151.043,1.0,2022
2790,1G1Jmvq0bxVyu5diGN32Dt,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",2022-08-25,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,77,10896347,Independent,0.664,0.882,0.622,151.043,1.0,2022
2791,510mvRgE4jLSsJcBh2pH0j,NO SECRET (feat. Drake),2022-08-25,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,75,11693352,Sony Music Entertainment,0.398,0.626,0.0404,106.733,0.0,2022
